quote_id,quote_date,customer_name,alloy_name,product_form,thickness_mm,width_mm,qty_kg,lead_time_days,cert_required,price_total_usd,status
Q-102434,2024-10-23,Customer-180,17-7PH,sheet,0.1031,1168.45,608.76,14,AMS5528,6573.61,won
Q-102435,2024-10-24,Customer-53,316L,sheet,0.4544,1172.32,52.74,35,ASTM_A240,387.88,won
Q-102436,2024-10-25,Customer-236,304,strip,0.122,756.72,585.89,10,ASTM_A240,5964.56,won
Q-102437,2024-10-26,Customer-218,316L,sheet,0.2227,61.49,182.97,21,EN_10204_3.1,1505.33,won
Q-102438,2024-10-27,Customer-214,304,strip,0.0921,1023.73,209.36,28,ASTM_A240,2903.45,pending
Q-102439,2024-10-28,Customer-212,304,sheet,0.0926,938.54,178.93,21,ASTM_A240,2369.13,won
Q-102440,2024-10-29,Customer-31,316L,strip,0.1009,746.77,1106.83,21,ASTM_A240,15842.26,pending
Q-102441,2024-10-30,Customer-188,17-7PH,strip,0.01,772.02,259.4,28,EN_10204_3.1,2427.24,won
Q-102442,2024-10-31,Customer-14,17-7PH,sheet,0.1784,920.99,214.17,28,EN_10204_3.1,3124.22,pending
Q-102443,2024-11-01,Customer-19,316L,strip,0.235,1144.89,413.77,28,RoHS,4388.1,lost
Q-102444,2024-11-02,Customer-38,17-7PH,strip,0.1219,320.62,159.54,14,AMS5528,1263.62,lost
Q-102445,2024-11-03,Customer-20,316L,foil,0.1655,401.43,71.25,10,ASTM_A240,890.67,won
Q-102446,2024-11-04,Customer-196,17-7PH,sheet,0.0774,558.16,506.11,28,AMS5528,4796.7,won
Q-102447,2024-11-05,Customer-121,304,sheet,0.2202,1010.76,286.98,35,EN_10204_3.1,4011.87,lost
Q-102448,2024-11-06,Customer-201,17-7PH,sheet,0.1449,197.25,277.76,35,EN_10204_3.1,3923.99,pending
Q-102449,2024-11-07,Customer-29,17-7PH,strip,0.2139,712.37,160.66,28,EN_10204_3.1,932.16,won
Q-102450,2024-11-08,Customer-155,316L,strip,0.3216,959.93,157.58,35,ASTM_A240,1151.45,won
Q-102451,2024-11-09,Customer-102,17-7PH,strip,0.2324,729.62,213.19,21,AMS5528,1929.09,lost
Q-102452,2024-11-10,Customer-236,17-7PH,sheet,0.2076,644.9,77.24,10,EN_10204_3.1,554.92,pending
Q-102453,2024-11-11,Customer-109,17-7PH,sheet,0.2092,757.97,322.6,14,AMS5528,2585.6,won
Q-102454,2024-11-12,Customer-33,304,sheet,0.3265,440.51,115.9,14,EN_10204_3.1,820.35,pending
Q-102455,2024-11-13,Customer-15,316L,sheet,0.1775,288.09,690.42,21,RoHS,6097.57,won
Q-102456,2024-11-14,Customer-210,304,sheet,0.1451,723.81,255.03,28,ASTM_A240,2002.75,pending
Q-102457,2024-11-15,Customer-168,304,strip,0.2345,911.12,187.58,35,EN_10204_3.1,1126.8,pending
Q-102458,2024-11-16,Customer-14,304,strip,0.01,261.69,168.94,14,ASTM_A240,2224.14,lost
Q-102459,2024-11-17,Customer-70,17-7PH,sheet,0.3978,687.36,152.7,10,AMS5528,1389.72,won
Q-102460,2024-11-18,Customer-155,316L,foil,0.1098,640.24,163.03,21,EN_10204_3.1,1029.75,lost
Q-102461,2024-11-19,Customer-42,316L,foil,0.1761,688.94,635.35,28,EN_10204_3.1,7363.54,pending
Q-102462,2024-11-20,Customer-153,316L,foil,0.2292,193.22,290.92,21,ASTM_A240,1779.77,won
Q-102463,2024-11-21,Customer-164,304,sheet,0.2186,46.37,125.6,14,ASTM_A240,1703.24,won
Q-102464,2024-11-22,Customer-146,316L,sheet,0.1736,1020.35,338.41,14,ASTM_A240,3667.49,pending
Q-102465,2024-11-23,Customer-12,316L,strip,0.3768,436.98,402.83,21,EN_10204_3.1,5532.65,won
Q-102466,2024-11-24,Customer-3,304,sheet,0.01,128.13,137.29,28,EN_10204_3.1,1683.02,lost
Q-102467,2024-11-25,Customer-81,304,strip,0.2863,864.7,241.3,10,ASTM_A240,3401.98,lost
Q-102468,2024-11-26,Customer-180,17-7PH,sheet,0.3366,532.07,156.85,14,AMS5528,1011.71,pending
Q-102469,2024-11-27,Customer-230,316L,sheet,0.01,331.55,847.85,28,EN_10204_3.1,10209.39,pending
Q-102470,2024-11-28,Customer-7,17-7PH,strip,0.0802,262.61,410.21,10,AMS5528,3472.39,pending
Q-102471,2024-11-29,Customer-75,304,strip,0.1164,242.55,204.84,28,ASTM_A240,2247.4,won
Q-102472,2024-11-30,Customer-21,316L,strip,0.3114,1003.42,704.38,35,EN_10204_3.1,9387.77,pending
Q-102473,2024-12-01,Customer-227,316L,strip,0.0711,913.83,340.48,21,ASTM_A240,3625.16,won
Q-102474,2024-12-02,Customer-129,17-7PH,strip,0.01,1044.2,385.44,35,AMS5528,3927.18,pending
Q-102475,2024-12-03,Customer-202,17-7PH,sheet,0.2871,1123.49,170.08,21,EN_10204_3.1,1419.01,won
Q-102476,2024-12-04,Customer-160,304,strip,0.01,989.42,103.69,10,EN_10204_3.1,1389.88,lost
Q-102477,2024-12-05,Customer-100,316L,strip,0.2267,427.34,221.8,35,RoHS,1955.01,won
Q-102478,2024-12-06,Customer-20,316L,strip,0.227,381.57,130.6,14,RoHS,999.7,won
Q-102479,2024-12-07,Customer-207,17-7PH,sheet,0.2334,787.12,90.52,35,AMS5528,569.84,won
Q-102480,2024-12-08,Customer-223,316L,sheet,0.1356,765.23,302.84,14,RoHS,1756.36,won
Q-102481,2024-12-09,Customer-81,304,sheet,0.1419,804.79,69.65,14,EN_10204_3.1,876.38,won
Q-102482,2024-12-10,Customer-72,304,sheet,0.3176,159.92,118.39,14,ASTM_A240,1639.01,pending
Q-102483,2024-12-11,Customer-19,304,strip,0.1476,506.0,89.12,21,ASTM_A240,697.8,won
Q-102484,2024-12-12,Customer-122,17-7PH,sheet,0.1319,731.76,366.98,14,EN_10204_3.1,4842.36,lost
Q-102485,2024-12-13,Customer-146,304,sheet,0.3416,815.6,416.94,35,ASTM_A240,2951.47,lost
Q-102486,2024-12-14,Customer-103,316L,sheet,0.5949,880.02,160.91,21,EN_10204_3.1,1324.18,lost
Q-102487,2024-12-15,Customer-94,17-7PH,strip,0.0731,131.9,146.65,14,EN_10204_3.1,856.44,pending
Q-102488,2024-12-16,Customer-22,17-7PH,sheet,0.088,404.05,314.96,14,EN_10204_3.1,3832.09,pending
Q-102489,2024-12-17,Customer-225,304,strip,0.2139,45.3,303.2,35,EN_10204_3.1,3199.08,pending
Q-102490,2024-12-18,Customer-15,316L,strip,0.2398,777.41,216.56,10,RoHS,1468.28,pending
Q-102491,2024-12-19,Customer-3,316L,strip,0.161,1120.12,433.23,14,RoHS,5166.5,won
Q-102492,2024-12-20,Customer-41,316L,sheet,0.1631,930.43,430.04,35,EN_10204_3.1,3867.0,pending
Q-102493,2024-12-21,Customer-100,304,sheet,0.161,966.53,522.1,35,ASTM_A240,4835.7,lost
Q-102494,2024-12-22,Customer-120,17-7PH,strip,0.0839,648.37,122.56,21,EN_10204_3.1,1300.1,lost
Q-102495,2024-12-23,Customer-22,17-7PH,sheet,0.3949,129.56,132.17,10,AMS5528,1523.99,won
Q-102496,2024-12-24,Customer-197,17-7PH,strip,0.2521,296.85,346.64,28,EN_10204_3.1,3650.65,lost
Q-102497,2024-12-25,Customer-17,316L,sheet,0.219,562.31,69.2,35,EN_10204_3.1,790.1,lost
Q-102498,2024-12-26,Customer-180,304,strip,0.2,253.22,124.3,10,ASTM_A240,1709.72,pending
Q-102499,2024-12-27,Customer-117,304,sheet,0.3005,420.05,664.27,10,EN_10204_3.1,9384.62,won
Q-102500,2024-12-28,Customer-38,17-7PH,strip,0.0235,694.3,100.37,21,EN_10204_3.1,828.29,pending
Q-102501,2024-12-29,Customer-9,316L,sheet,0.1871,235.58,253.94,21,RoHS,2600.83,pending
Q-102502,2024-12-30,Customer-203,304,sheet,0.3587,897.76,191.39,35,EN_10204_3.1,2692.41,lost
Q-102503,2024-12-31,Customer-55,304,sheet,0.0771,473.47,116.77,10,ASTM_A240,1521.77,won
Q-102504,2025-01-01,Customer-65,17-7PH,sheet,0.2721,253.28,75.67,28,EN_10204_3.1,769.26,pending
Q-102505,2025-01-02,Customer-18,316L,foil,0.2673,1044.04,188.6,28,ASTM_A240,1216.89,lost
Q-102506,2025-01-03,Customer-224,304,sheet,0.0783,292.31,279.46,14,EN_10204_3.1,3804.94,pending
Q-102507,2025-01-04,Customer-172,304,strip,0.0698,470.1,118.67,28,ASTM_A240,1616.38,lost
Q-102508,2025-01-05,Customer-230,316L,foil,0.3224,23.08,475.65,35,ASTM_A240,5219.25,lost
Q-102509,2025-01-06,Customer-51,304,strip,0.2287,675.93,535.42,10,ASTM_A240,5224.91,lost
Q-102510,2025-01-07,Customer-138,304,strip,0.2228,1164.51,381.22,35,EN_10204_3.1,5431.04,pending
Q-102511,2025-01-08,Customer-91,316L,strip,0.01,796.83,277.24,14,EN_10204_3.1,2637.02,pending
Q-102512,2025-01-09,Customer-144,17-7PH,sheet,0.1217,736.68,73.05,14,AMS5528,827.67,pending
Q-102513,2025-01-10,Customer-171,316L,foil,0.0923,1069.01,111.84,35,RoHS,1368.14,pending
Q-102514,2025-01-11,Customer-171,17-7PH,strip,0.243,457.65,550.75,10,EN_10204_3.1,3066.26,pending
Q-102515,2025-01-12,Customer-39,17-7PH,sheet,0.01,334.53,165.29,10,AMS5528,1976.01,lost
Q-102516,2025-01-13,Customer-30,316L,sheet,0.236,438.36,273.84,28,EN_10204_3.1,1815.68,pending
Q-102517,2025-01-14,Customer-116,304,strip,0.1884,1152.48,136.45,14,ASTM_A240,1355.55,won
Q-102518,2025-01-15,Customer-10,17-7PH,sheet,0.0522,882.03,112.54,21,AMS5528,1341.11,won
Q-102519,2025-01-16,Customer-179,17-7PH,strip,0.2538,428.86,263.19,14,EN_10204_3.1,1949.29,pending
Q-102520,2025-01-17,Customer-56,316L,strip,0.4766,260.58,316.86,35,EN_10204_3.1,2555.91,lost
Q-102521,2025-01-18,Customer-148,316L,foil,0.1465,477.87,98.75,14,RoHS,814.28,won
Q-102522,2025-01-19,Customer-78,304,strip,0.4065,880.82,159.88,35,ASTM_A240,2236.75,lost
Q-102523,2025-01-20,Customer-167,17-7PH,strip,0.3106,1068.2,137.86,35,EN_10204_3.1,1806.81,lost
Q-102524,2025-01-21,Customer-91,304,strip,0.1689,784.15,512.9,28,EN_10204_3.1,4031.07,pending
Q-102525,2025-01-22,Customer-238,304,strip,0.1815,97.4,931.22,21,ASTM_A240,6093.4,won
Q-102526,2025-01-23,Customer-46,304,strip,0.0929,796.18,482.95,10,EN_10204_3.1,3592.21,pending
Q-102527,2025-01-24,Customer-98,17-7PH,strip,0.1884,374.43,151.2,21,EN_10204_3.1,1669.64,lost
Q-102528,2025-01-25,Customer-180,17-7PH,sheet,0.0214,576.08,137.57,35,EN_10204_3.1,1000.1,pending
Q-102529,2025-01-26,Customer-23,316L,foil,0.352,246.69,248.82,21,ASTM_A240,2795.65,pending
Q-102530,2025-01-27,Customer-27,316L,strip,0.1728,1189.98,238.73,21,EN_10204_3.1,1839.89,lost
Q-102531,2025-01-28,Customer-129,17-7PH,strip,0.1705,217.56,434.02,10,EN_10204_3.1,4185.08,pending
Q-102532,2025-01-29,Customer-219,316L,strip,0.4182,1114.72,132.91,14,EN_10204_3.1,1738.21,lost
Q-102533,2025-01-30,Customer-142,316L,foil,0.2638,309.28,249.93,10,EN_10204_3.1,1756.33,lost
Q-102534,2025-01-31,Customer-32,316L,foil,0.3129,959.69,233.77,28,EN_10204_3.1,1717.82,lost
Q-102535,2025-02-01,Customer-2,304,strip,0.2583,210.7,181.11,10,EN_10204_3.1,1921.97,lost
Q-102536,2025-02-02,Customer-69,316L,strip,0.191,323.66,353.48,28,EN_10204_3.1,3296.35,pending
Q-102537,2025-02-03,Customer-173,304,strip,0.1451,1031.75,161.25,10,EN_10204_3.1,1938.47,won
Q-102538,2025-02-04,Customer-4,316L,sheet,0.1393,1189.56,200.24,10,ASTM_A240,1854.13,won
Q-102539,2025-02-05,Customer-210,316L,sheet,0.0725,563.58,85.94,35,RoHS,1163.87,pending
Q-102540,2025-02-06,Customer-44,17-7PH,sheet,0.01,329.98,86.74,14,EN_10204_3.1,855.4,pending
Q-102541,2025-02-07,Customer-50,304,sheet,0.2493,820.68,192.04,35,EN_10204_3.1,1290.71,pending
Q-102542,2025-02-08,Customer-206,17-7PH,sheet,0.1535,850.9,137.58,10,AMS5528,1033.65,pending
Q-102543,2025-02-09,Customer-187,304,sheet,0.3908,242.92,171.93,35,EN_10204_3.1,1935.62,won
Q-102544,2025-02-10,Customer-112,304,strip,0.1373,709.31,209.48,35,ASTM_A240,2235.52,won
Q-102545,2025-02-11,Customer-130,316L,strip,0.01,287.59,93.81,28,ASTM_A240,1335.9,won
Q-102546,2025-02-12,Customer-215,17-7PH,sheet,0.09,742.47,557.26,21,EN_10204_3.1,5794.87,pending
Q-102547,2025-02-13,Customer-24,316L,sheet,0.2302,391.33,542.66,21,ASTM_A240,8007.02,won
Q-102548,2025-02-14,Customer-161,316L,sheet,0.0181,1065.2,608.07,14,ASTM_A240,7720.93,pending
Q-102549,2025-02-15,Customer-182,316L,foil,0.2354,498.22,212.22,10,RoHS,1502.17,pending
Q-102550,2025-02-16,Customer-7,316L,strip,0.01,1106.06,170.54,10,EN_10204_3.1,1662.61,pending
Q-102551,2025-02-17,Customer-163,17-7PH,strip,0.01,307.28,486.98,21,EN_10204_3.1,2938.45,pending
Q-102552,2025-02-18,Customer-168,304,sheet,0.4891,153.23,395.7,10,ASTM_A240,2908.49,won
Q-102553,2025-02-19,Customer-186,304,sheet,0.2489,703.78,301.64,14,ASTM_A240,2526.58,lost
Q-102554,2025-02-20,Customer-22,304,sheet,0.2989,900.5,180.01,14,EN_10204_3.1,1213.64,won
Q-102555,2025-02-21,Customer-29,17-7PH,strip,0.1891,149.63,606.02,10,AMS5528,5444.73,lost
Q-102556,2025-02-22,Customer-37,17-7PH,strip,0.1522,186.26,164.4,14,AMS5528,2196.29,lost
Q-102557,2025-02-23,Customer-20,304,sheet,0.5344,501.36,121.11,14,ASTM_A240,1352.41,lost
Q-102558,2025-02-24,Customer-26,304,sheet,0.01,45.91,539.86,28,EN_10204_3.1,7226.38,lost
Q-102559,2025-02-25,Customer-125,316L,sheet,0.4401,743.17,182.75,35,ASTM_A240,2150.64,pending
Q-102560,2025-02-26,Customer-108,316L,foil,0.0578,601.46,207.26,28,RoHS,2381.12,lost
Q-102561,2025-02-27,Customer-47,304,strip,0.3155,778.51,543.01,14,ASTM_A240,6393.69,lost
Q-102562,2025-02-28,Customer-146,316L,foil,0.3001,717.82,175.62,28,RoHS,1875.57,pending
Q-102563,2025-03-01,Customer-88,17-7PH,strip,0.419,396.54,139.22,21,AMS5528,1050.69,lost
Q-102564,2025-03-02,Customer-134,304,sheet,0.01,655.44,234.3,14,ASTM_A240,1909.44,pending
Q-102565,2025-03-03,Customer-156,304,sheet,0.1254,1167.27,189.57,14,ASTM_A240,1700.67,won
Q-102566,2025-03-04,Customer-56,17-7PH,strip,0.3473,391.98,206.23,21,AMS5528,2471.93,lost
Q-102567,2025-03-05,Customer-84,316L,foil,0.102,375.49,228.15,14,ASTM_A240,1635.37,won
Q-102568,2025-03-06,Customer-178,316L,foil,0.2066,363.33,263.5,14,RoHS,3564.39,won
Q-102569,2025-03-07,Customer-52,304,strip,0.0825,1193.8,63.67,14,EN_10204_3.1,630.03,won
Q-102570,2025-03-08,Customer-191,304,strip,0.1973,422.0,508.68,35,EN_10204_3.1,3408.67,lost
Q-102571,2025-03-09,Customer-65,304,strip,0.2303,895.16,234.54,21,ASTM_A240,2557.85,won
Q-102572,2025-03-10,Customer-72,316L,strip,0.3337,1070.57,136.18,10,RoHS,1374.98,lost
Q-102573,2025-03-11,Customer-80,316L,strip,0.2991,387.56,183.09,21,RoHS,1367.13,won
Q-102574,2025-03-12,Customer-111,316L,strip,0.2427,390.89,524.01,14,EN_10204_3.1,3380.17,lost
Q-102575,2025-03-13,Customer-160,304,strip,0.1468,622.59,110.3,35,EN_10204_3.1,1435.11,won
Q-102576,2025-03-14,Customer-52,17-7PH,sheet,0.1108,421.47,159.26,35,EN_10204_3.1,1703.07,pending
Q-102577,2025-03-15,Customer-116,304,strip,0.1009,180.42,138.93,28,ASTM_A240,939.26,won
Q-102578,2025-03-16,Customer-151,316L,strip,0.1601,795.03,113.81,35,EN_10204_3.1,1207.54,lost
Q-102579,2025-03-17,Customer-8,304,strip,0.2264,773.28,286.27,28,EN_10204_3.1,2771.14,won
Q-102580,2025-03-18,Customer-203,316L,sheet,0.01,818.14,356.99,10,EN_10204_3.1,3019.88,won
Q-102581,2025-03-19,Customer-56,304,sheet,0.1968,933.91,494.47,35,ASTM_A240,2976.37,pending
Q-102582,2025-03-20,Customer-200,304,strip,0.1969,719.09,131.27,35,ASTM_A240,1586.27,lost
Q-102583,2025-03-21,Customer-177,316L,foil,0.01,1074.67,327.46,21,EN_10204_3.1,4246.47,won
Q-102584,2025-03-22,Customer-120,17-7PH,sheet,0.01,952.98,518.76,14,AMS5528,7321.32,pending
Q-102585,2025-03-23,Customer-99,304,sheet,0.0779,370.48,145.51,10,ASTM_A240,1909.11,lost
Q-102586,2025-03-24,Customer-27,17-7PH,strip,0.2704,329.76,104.89,14,AMS5528,1365.63,pending
Q-102587,2025-03-25,Customer-175,304,sheet,0.2787,961.86,217.48,14,EN_10204_3.1,2995.76,lost
Q-102588,2025-03-26,Customer-51,304,strip,0.01,642.93,153.94,28,ASTM_A240,2000.29,won
Q-102589,2025-03-27,Customer-71,304,strip,0.0186,320.02,270.0,28,ASTM_A240,1792.02,lost
Q-102590,2025-03-28,Customer-44,316L,foil,0.3632,773.38,178.81,28,EN_10204_3.1,1335.76,pending
Q-102591,2025-03-29,Customer-148,304,strip,0.0956,188.26,229.4,21,ASTM_A240,1335.84,won
Q-102592,2025-03-30,Customer-234,304,sheet,0.0899,181.52,53.1,28,ASTM_A240,568.21,lost
Q-102593,2025-03-31,Customer-10,304,sheet,0.4779,156.42,142.08,21,EN_10204_3.1,1880.19,pending
Q-102594,2025-04-01,Customer-166,17-7PH,strip,0.161,171.2,611.18,21,EN_10204_3.1,8933.98,won
Q-102595,2025-04-02,Customer-213,316L,sheet,0.1893,878.17,187.5,35,ASTM_A240,2250.05,lost
Q-102596,2025-04-03,Customer-82,17-7PH,sheet,0.01,192.72,625.98,35,EN_10204_3.1,6839.26,lost
Q-102597,2025-04-04,Customer-127,304,sheet,0.1403,105.28,334.32,21,EN_10204_3.1,3422.92,pending
Q-102598,2025-04-05,Customer-179,316L,sheet,0.207,908.55,501.02,35,EN_10204_3.1,4180.52,lost
Q-102599,2025-04-06,Customer-159,304,sheet,0.2884,810.27,271.96,35,EN_10204_3.1,1531.87,won
Q-102600,2025-04-07,Customer-212,316L,foil,0.01,631.05,339.63,21,ASTM_A240,2591.25,won
Q-102601,2025-04-08,Customer-221,316L,foil,0.0541,507.28,128.83,21,EN_10204_3.1,1267.16,pending
Q-102602,2025-04-09,Customer-44,17-7PH,sheet,0.2437,319.14,141.34,28,AMS5528,1376.82,won
Q-102603,2025-04-10,Customer-209,316L,strip,0.1419,826.37,84.84,10,EN_10204_3.1,1201.2,pending
Q-102604,2025-04-11,Customer-67,316L,strip,0.274,724.15,664.11,14,ASTM_A240,9601.0,won
Q-102605,2025-04-12,Customer-20,316L,foil,0.1182,980.08,178.97,35,EN_10204_3.1,2183.41,lost
Q-102606,2025-04-13,Customer-179,304,strip,0.4732,636.29,169.78,10,EN_10204_3.1,991.05,won
Q-102607,2025-04-14,Customer-31,316L,strip,0.2806,1021.51,173.54,35,EN_10204_3.1,1890.85,won
Q-102608,2025-04-15,Customer-164,304,sheet,0.35,900.95,212.53,28,EN_10204_3.1,1830.42,lost
Q-102609,2025-04-16,Customer-148,17-7PH,strip,0.1741,271.36,321.38,21,AMS5528,2793.98,lost
Q-102610,2025-04-17,Customer-83,17-7PH,sheet,0.4056,510.64,337.49,35,EN_10204_3.1,1978.41,pending
Q-102611,2025-04-18,Customer-68,304,sheet,0.3693,1075.19,77.4,14,ASTM_A240,1131.31,lost
Q-102612,2025-04-19,Customer-143,17-7PH,strip,0.2649,821.3,109.19,10,EN_10204_3.1,890.9,won
Q-102613,2025-04-20,Customer-20,17-7PH,strip,0.01,896.57,501.46,35,AMS5528,3122.28,lost
Q-102614,2025-04-21,Customer-172,316L,foil,0.01,1080.46,429.79,21,ASTM_A240,5173.33,won
Q-102615,2025-04-22,Customer-125,304,strip,0.2297,1102.27,175.11,21,ASTM_A240,1617.66,won
Q-102616,2025-04-23,Customer-195,304,sheet,0.3962,342.59,99.57,10,EN_10204_3.1,1273.12,lost
Q-102617,2025-04-24,Customer-218,17-7PH,sheet,0.2562,546.32,230.45,14,AMS5528,3333.44,pending
Q-102618,2025-04-25,Customer-235,316L,foil,0.2149,663.38,93.17,14,ASTM_A240,1157.23,lost
Q-102619,2025-04-26,Customer-200,304,strip,0.3854,485.94,340.23,10,ASTM_A240,1998.48,lost
Q-102620,2025-04-27,Customer-109,316L,foil,0.2345,488.17,179.33,35,EN_10204_3.1,1417.45,won
Q-102621,2025-04-28,Customer-38,17-7PH,sheet,0.146,141.31,151.35,21,AMS5528,875.92,lost
Q-102622,2025-04-29,Customer-62,316L,strip,0.075,105.62,150.03,21,ASTM_A240,1417.25,won
Q-102623,2025-04-30,Customer-8,304,sheet,0.3289,490.63,220.84,28,EN_10204_3.1,3084.57,lost
Q-102624,2025-05-01,Customer-68,17-7PH,sheet,0.2032,726.18,77.14,14,EN_10204_3.1,477.63,won
Q-102625,2025-05-02,Customer-111,17-7PH,strip,0.2966,1177.48,370.87,35,EN_10204_3.1,5184.45,won
Q-102626,2025-05-03,Customer-111,316L,sheet,0.0883,333.26,363.53,10,RoHS,3939.11,pending
Q-102627,2025-05-04,Customer-70,304,sheet,0.2147,542.23,313.5,14,EN_10204_3.1,4113.3,lost
Q-102628,2025-05-05,Customer-98,316L,foil,0.01,275.77,131.18,28,RoHS,1324.0,pending
Q-102629,2025-05-06,Customer-49,304,sheet,0.2075,566.9,104.05,28,EN_10204_3.1,668.68,lost
Q-102630,2025-05-07,Customer-136,316L,strip,0.1509,1068.05,474.67,14,EN_10204_3.1,4027.59,pending
Q-102631,2025-05-08,Customer-175,304,strip,0.01,1038.75,649.16,14,ASTM_A240,3661.45,won
Q-102632,2025-05-09,Customer-57,17-7PH,strip,0.01,671.24,61.54,21,AMS5528,797.69,won
Q-102633,2025-05-10,Customer-69,316L,foil,0.0754,813.44,263.01,10,RoHS,2386.82,won
Q-102634,2025-05-11,Customer-71,316L,strip,0.4596,283.73,377.43,35,ASTM_A240,4049.08,won
Q-102635,2025-05-12,Customer-101,17-7PH,sheet,0.1308,193.11,771.85,14,EN_10204_3.1,11178.97,won
Q-102636,2025-05-13,Customer-69,316L,strip,0.4407,911.44,37.78,21,RoHS,313.19,lost
Q-102637,2025-05-14,Customer-89,316L,foil,0.01,308.35,193.75,35,ASTM_A240,1389.69,pending
Q-102638,2025-05-15,Customer-25,304,strip,0.1702,192.39,310.12,28,ASTM_A240,3415.76,won
Q-102639,2025-05-16,Customer-219,17-7PH,sheet,0.084,684.32,178.96,10,EN_10204_3.1,2316.82,pending
Q-102640,2025-05-17,Customer-175,316L,foil,0.01,902.36,197.22,28,EN_10204_3.1,1284.97,won
Q-102641,2025-05-18,Customer-231,316L,foil,0.4021,393.76,253.46,28,EN_10204_3.1,2534.98,lost
Q-102642,2025-05-19,Customer-122,316L,foil,0.2353,1164.53,684.63,10,RoHS,9464.24,lost
Q-102643,2025-05-20,Customer-68,304,sheet,0.3349,362.68,418.42,14,ASTM_A240,5348.11,won
Q-102644,2025-05-21,Customer-153,316L,strip,0.01,314.24,307.12,21,ASTM_A240,2220.29,lost
Q-102645,2025-05-22,Customer-224,304,sheet,0.01,517.99,204.07,10,EN_10204_3.1,1206.44,won
Q-102646,2025-05-23,Customer-210,304,sheet,0.2135,571.41,201.84,14,ASTM_A240,1374.98,won
Q-102647,2025-05-24,Customer-135,17-7PH,sheet,0.0419,628.27,204.42,28,AMS5528,2405.2,pending
Q-102648,2025-05-25,Customer-26,316L,foil,0.3659,154.48,384.39,35,ASTM_A240,3879.86,lost
Q-102649,2025-05-26,Customer-126,17-7PH,sheet,0.444,357.07,239.95,10,EN_10204_3.1,2362.27,pending
Q-102650,2025-05-27,Customer-65,304,strip,0.3669,392.03,118.73,28,EN_10204_3.1,1632.22,lost
Q-102651,2025-05-28,Customer-78,304,sheet,0.4487,284.82,287.55,10,EN_10204_3.1,2948.93,pending
Q-102652,2025-05-29,Customer-70,304,strip,0.3811,360.97,518.11,14,ASTM_A240,5092.27,pending
Q-102653,2025-05-30,Customer-106,17-7PH,strip,0.1596,928.15,171.86,14,AMS5528,2275.78,won
Q-102654,2025-05-31,Customer-128,17-7PH,strip,0.34,1035.66,259.1,21,EN_10204_3.1,3112.16,won
Q-102655,2025-06-01,Customer-179,316L,strip,0.4359,825.74,119.8,14,RoHS,1211.94,lost
Q-102656,2025-06-02,Customer-50,304,sheet,0.158,1047.08,69.11,35,ASTM_A240,461.47,lost
Q-102657,2025-06-03,Customer-225,17-7PH,strip,0.1447,634.43,167.34,35,EN_10204_3.1,1040.66,pending
Q-102658,2025-06-04,Customer-68,17-7PH,sheet,0.1635,391.92,173.3,10,AMS5528,1512.69,pending
Q-102659,2025-06-05,Customer-151,304,strip,0.4666,561.52,70.27,28,EN_10204_3.1,579.99,lost
Q-102660,2025-06-06,Customer-11,304,strip,0.4785,92.15,110.01,14,ASTM_A240,1076.62,pending
Q-102661,2025-06-07,Customer-111,17-7PH,sheet,0.2391,780.93,162.68,28,AMS5528,2051.19,lost
Q-102662,2025-06-08,Customer-29,17-7PH,sheet,0.4516,572.51,296.52,10,EN_10204_3.1,3211.33,won
Q-102663,2025-06-09,Customer-175,304,sheet,0.0844,334.42,101.71,21,EN_10204_3.1,1435.35,won
Q-102664,2025-06-10,Customer-78,17-7PH,sheet,0.3436,160.54,186.59,21,AMS5528,1297.8,lost
Q-102665,2025-06-11,Customer-4,304,sheet,0.01,847.77,211.5,28,EN_10204_3.1,2812.15,lost
Q-102666,2025-06-12,Customer-212,316L,foil,0.3467,833.95,258.46,10,EN_10204_3.1,1425.67,pending
Q-102667,2025-06-13,Customer-79,316L,foil,0.2984,1075.76,125.62,10,EN_10204_3.1,1831.0,won
Q-102668,2025-06-14,Customer-13,304,strip,0.2272,621.54,209.23,35,ASTM_A240,2057.81,lost
Q-102669,2025-06-15,Customer-202,316L,sheet,0.2721,132.8,182.55,28,EN_10204_3.1,1072.36,pending
Q-102670,2025-06-16,Customer-183,17-7PH,strip,0.43,1194.75,168.83,14,AMS5528,2326.77,lost
Q-102671,2025-06-17,Customer-111,316L,strip,0.01,1147.24,448.98,28,ASTM_A240,3713.09,pending
Q-102672,2025-06-18,Customer-9,316L,sheet,0.0794,997.42,204.61,21,ASTM_A240,2154.45,lost
Q-102673,2025-06-19,Customer-109,304,sheet,0.3111,216.2,126.74,21,EN_10204_3.1,1119.77,lost
Q-102674,2025-06-20,Customer-153,316L,sheet,0.1934,475.34,168.15,35,EN_10204_3.1,1193.53,lost
Q-102675,2025-06-21,Customer-174,316L,strip,0.1213,260.59,112.05,21,EN_10204_3.1,1177.27,lost
Q-102676,2025-06-22,Customer-65,17-7PH,strip,0.3239,293.19,132.12,28,AMS5528,1508.8,won
Q-102677,2025-06-23,Customer-79,304,sheet,0.3855,550.36,426.98,21,EN_10204_3.1,2625.19,won
Q-102678,2025-06-24,Customer-97,304,strip,0.2733,309.37,277.61,21,ASTM_A240,1630.76,lost
